"measure-date","classes","files","directories","functions","comment_lines","comment_lines_density","complexity","file_complexity","class_complexity","function_complexity","function_complexity_distribution","file_complexity_distribution","coverage","duplicated_lines","duplicated_blocks","duplicated_files","duplicated_lines_density","blocker_violations","critical_violations","false_positive_issues","confirmed_issues","last_commit_date","code_smells","bugs","effort_to_reach_maintainability_rating_a","afferent-couplings","efferent-couplings","cognitive_complexity","lines","ncloc","ncloc_language_distribution","lines_to_cover","line_coverage","violations","major_violations","minor_violations","info_violations","sqale_rating","number-of-classes-and-interfaces","missing_package_info","open_issues","reopened_issues","alert_status","quality_gate_details","quality_profiles","reliability_remediation_effort","reliability_rating","security_remediation_effort","security_rating","package-dependency-cycles","package","statements","uncovered_lines","sqale_index","development_cost","sqale_debt_ratio","new_sqale_debt_ratio","vulnerabilities","wont_fix_issues"
"2002-06-10T18:01:16Z","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0","0","0","0","0","OK","{""level"":""OK"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":"""",""level"":""OK""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","0","0","1.0","0","1.0","0","0","0","0","0","0","0.0","0","0","0"
"2002-06-10T18:01:17Z","22","21","2","161","609","24.6","285","13.6","13.0","1.8","1=132;2=16;4=3;6=2;8=1;10=5;12=2","0=7;5=5;10=5;20=2;30=2;60=0;90=0","0.0","162","10","3","4.1","0","6","0","0","1023732076000","207","0","432","0","0","228","3955","1864","java=1864","1123","0.0","215","133","75","1","2.0","0","2","215","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""6"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""215"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","792","1123","3228","55920","5.8","0.0","8","0"
"2002-06-10T18:20:39Z","22","21","2","161","609","24.6","285","13.6","13.0","1.8","1=132;2=16;4=3;6=2;8=1;10=5;12=2","0=7;5=5;10=5;20=2;30=2;60=0;90=0","0.0","162","10","3","4.1","0","6","0","0","1023732076000","207","0","432","0","0","228","3955","1864","java=1864","1123","0.0","215","133","75","1","2.0","0","2","215","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""6"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""215"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","792","1123","3228","55920","5.8","0.0","8","0"
"2002-06-13T20:23:08Z","22","21","2","161","609","24.6","285","13.6","13.0","1.8","1=132;2=16;4=3;6=2;8=1;10=5;12=2","0=7;5=5;10=5;20=2;30=2;60=0;90=0","0.0","162","10","3","4.1","0","6","0","0","1023732076000","207","0","432","0","0","228","3955","1864","java=1864","1123","0.0","215","133","75","1","2.0","0","2","215","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""6"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""215"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","792","1123","3228","55920","5.8","0.0","8","0"
"2002-06-16T23:00:59Z","24","23","2","163","654","25.7","286","12.4","11.9","1.8","1=131;2=17;4=3;6=2;8=1;10=5;12=2","0=8;5=5;10=6;20=2;30=2;60=0;90=0","0.0","162","10","3","3.9","0","8","0","0","1024268459000","209","0","75","0","0","232","4174","1892","java=1892","1134","0.0","217","137","71","1","2.0","0","2","217","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""8"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""217"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","799","1134","2913","56760","5.1","3.227699530516432","8","0"
"2002-06-19T21:25:40Z","26","25","2","168","678","25.3","303","12.1","11.7","1.8","1=135;2=17;4=3;6=2;8=1;10=5;12=3","0=9;5=5;10=7;20=2;30=2;60=0;90=0","0.0","274","12","5","6.2","0","8","0","0","1024521940000","220","0","273","0","0","264","4405","2004","java=2004","1201","0.0","228","145","74","1","2.0","0","2","228","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""8"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""228"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","857","1201","3279","60120","5.5","4.638047138047138","8","0"
"2002-06-19T21:28:45Z","26","25","2","168","675","25.2","304","12.2","11.7","1.8","1=135;2=17;4=3;6=2;8=1;10=5;12=3","0=9;5=5;10=7;20=2;30=2;60=0;90=0","0.0","274","12","5","6.2","0","8","0","0","1024522125000","218","0","252","0","0","266","4404","2008","java=2008","1202","0.0","226","143","74","1","2.0","0","2","226","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""8"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""226"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","858","1202","3264","60240","5.4","4.508333333333334","8","0"
"2002-06-19T21:31:16Z","26","25","2","168","675","25.2","304","12.2","11.7","1.8","1=135;2=17;4=3;6=2;8=1;10=5;12=3","0=9;5=5;10=7;20=2;30=2;60=0;90=0","0.0","274","12","5","6.2","0","8","0","0","1024522276000","217","0","247","0","0","266","4404","2008","java=2008","1202","0.0","225","142","74","1","2.0","0","2","225","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""8"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""225"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","858","1202","3259","60240","5.4","4.466666666666667","8","0"
"2002-06-20T21:30:22Z","26","25","2","168","691","25.6","304","12.2","11.7","1.8","1=135;2=17;4=3;6=2;8=1;10=5;12=3","0=9;5=5;10=7;20=2;30=2;60=0;90=0","0.0","274","12","5","6.2","0","8","0","0","1024608622000","216","0","247","0","0","265","4423","2003","java=2003","1201","0.0","224","142","73","1","2.0","0","2","224","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""8"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""224"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","857","1201","3251","60090","5.4","4.455696202531645","8","0"
"2002-06-20T21:32:38Z","26","25","2","168","691","25.6","304","12.2","11.7","1.8","1=135;2=17;4=3;6=2;8=1;10=5;12=3","0=9;5=5;10=7;20=2;30=2;60=0;90=0","0.0","274","12","5","6.2","0","8","0","0","1024608622000","216","0","247","0","0","265","4423","2003","java=2003","1201","0.0","224","142","73","1","2.0","0","2","224","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""8"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""224"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","857","1201","3251","60090","5.4","4.455696202531645","8","0"
"2002-06-21T05:10:52Z","26","25","2","168","691","25.6","304","12.2","11.7","1.8","1=135;2=17;4=3;6=2;8=1;10=5;12=3","0=9;5=5;10=7;20=2;30=2;60=0;90=0","0.0","274","12","5","6.2","0","8","0","0","1024636252000","216","0","247","0","0","265","4423","2003","java=2003","1201","0.0","224","142","73","1","2.0","0","2","224","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""8"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""224"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","857","1201","3251","60090","5.4","4.455696202531645","8","0"
"2002-06-24T20:38:26Z","26","25","2","168","691","25.6","304","12.2","11.7","1.8","1=135;2=17;4=3;6=2;8=1;10=5;12=3","0=9;5=5;10=7;20=2;30=2;60=0;90=0","0.0","274","12","5","6.2","0","8","0","0","1024636252000","216","0","247","0","0","265","4423","2003","java=2003","1201","0.0","224","142","73","1","2.0","0","2","224","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""8"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""224"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","857","1201","3251","60090","5.4","4.455696202531645","8","0"
"2002-07-04T22:32:13Z","28","27","2","182","579","20.6","317","11.7","11.3","1.7","1=146;2=20;4=3;6=3;8=2;10=4;12=2","0=10;5=5;10=7;20=4;30=1;60=0;90=0","0.0","686","19","5","14.9","0","11","0","0","1025821933000","231","0","598","0","0","259","4615","2225","java=2225","1353","0.0","239","144","83","1","2.0","0","2","239","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""11"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""239"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","946","1353","3935","66750","5.9","5.1062925170068025","8","0"
"2002-07-04T22:34:42Z","28","27","2","182","579","20.6","317","11.7","11.3","1.7","1=146;2=20;4=3;6=3;8=2;10=4;12=2","0=10;5=5;10=7;20=4;30=1;60=0;90=0","0.0","686","19","5","14.9","0","11","0","0","1025821933000","231","0","598","0","0","259","4615","2225","java=2225","1353","0.0","239","144","83","1","2.0","0","2","239","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""11"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""239"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","946","1353","3935","66750","5.9","5.1062925170068025","8","0"
"2002-07-08T20:22:00Z","28","27","2","182","581","20.7","317","11.7","11.3","1.7","1=146;2=20;4=3;6=3;8=2;10=4;12=2","0=10;5=5;10=7;20=4;30=1;60=0;90=0","0.0","686","19","5","14.9","0","11","0","0","1026159720000","231","0","596","0","0","259","4618","2226","java=2226","1353","0.0","239","144","83","1","2.0","0","2","239","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""11"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""239"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","947","1353","3935","66780","5.9","5.093299406276505","8","0"
"2002-07-09T22:07:27Z","28","27","2","182","581","20.7","317","11.7","11.3","1.7","1=146;2=20;4=3;6=3;8=2;10=4;12=2","0=10;5=5;10=7;20=4;30=1;60=0;90=0","0.0","686","19","5","14.9","0","11","0","0","1026252447000","228","0","582","0","0","259","4613","2222","java=2222","1351","0.0","236","141","83","1","2.0","0","2","236","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""11"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""236"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","946","1351","3915","66660","5.9","5.06110408765276","8","0"
"2002-07-09T23:12:15Z","28","27","2","182","638","22.3","316","11.7","11.3","1.7","1=146;2=20;4=3;6=3;8=2;10=4;12=2","0=10;5=5;10=7;20=4;30=1;60=0;90=0","0.0","686","19","5","14.4","0","11","0","0","1026256335000","207","0","546","0","0","258","4756","2218","java=2218","1348","0.0","215","141","62","1","2.0","0","2","215","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""11"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""215"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","943","1348","3873","66540","5.8","4.924149241492415","8","0"
"2002-07-10T21:08:32Z","28","27","2","182","639","22.3","317","11.7","11.3","1.7","1=146;2=20;4=3;6=3;8=1;10=5;12=2","0=10;5=5;10=7;20=4;30=1;60=0;90=0","0.0","686","19","5","14.4","0","11","0","0","1026335312000","206","0","532","0","0","261","4764","2224","java=2224","1351","0.0","214","140","62","1","2.0","0","2","214","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""11"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""214"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","946","1351","3868","66720","5.8","4.855866829070239","8","0"
"2002-07-16T14:47:01Z","28","27","2","182","639","22.3","317","11.7","11.3","1.7","1=146;2=20;4=3;6=3;8=1;10=5;12=2","0=10;5=5;10=7;20=4;30=1;60=0;90=0","0.0","686","19","5","14.4","0","11","0","0","1026830821000","206","0","532","0","0","261","4764","2224","java=2224","1351","0.0","214","140","62","1","2.0","0","2","214","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""11"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""214"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","946","1351","3868","66720","5.8","4.844066423653301","8","0"
"2002-07-22T22:49:58Z","28","27","2","188","652","21.9","332","12.3","11.9","1.8","1=151;2=20;4=3;6=2;8=3;10=5;12=2","0=10;5=5;10=7;20=4;30=0;60=1;90=0","0.0","686","19","5","14.0","0","11","0","0","1027378198000","210","0","447","0","0","284","4895","2326","java=2326","1408","0.0","218","143","63","1","2.0","0","2","218","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""11"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""218"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","993","1408","3936","69780","5.6","4.521522589825685","8","0"
"2002-07-23T03:05:42Z","28","27","2","188","652","21.9","332","12.3","11.9","1.8","1=151;2=20;4=3;6=2;8=3;10=5;12=2","0=10;5=5;10=7;20=4;30=0;60=1;90=0","0.0","686","19","5","14.0","0","11","0","0","1027393542000","210","0","447","0","0","284","4895","2326","java=2326","1408","0.0","218","143","63","1","2.0","0","2","218","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""11"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""218"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","993","1408","3936","69780","5.6","4.521522589825685","8","0"
"2002-07-23T16:28:01Z","28","27","2","188","652","21.9","332","12.3","11.9","1.8","1=151;2=20;4=3;6=2;8=3;10=5;12=2","0=10;5=5;10=7;20=4;30=0;60=1;90=0","0.0","686","19","5","14.0","0","11","0","0","1027393542000","210","0","447","0","0","284","4895","2326","java=2326","1408","0.0","218","143","63","1","2.0","0","2","218","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""11"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""218"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","993","1408","3936","69780","5.6","4.521522589825685","8","0"
"2002-07-25T02:36:45Z","28","27","2","188","652","21.9","332","12.3","11.9","1.8","1=151;2=20;4=3;6=2;8=3;10=5;12=2","0=10;5=5;10=7;20=4;30=0;60=1;90=0","0.0","686","19","5","14.0","0","11","0","0","1027393542000","210","0","447","0","0","284","4895","2326","java=2326","1408","0.0","218","143","63","1","2.0","0","2","218","0","ERROR","{""level"":""ERROR"",""conditions"":[{""metric"":""blocker_violations"",""op"":""GT"",""error"":""0"",""actual"":""0"",""level"":""OK""},{""metric"":""critical_violations"",""op"":""GT"",""period"":1,""error"":""0"",""actual"":""11"",""level"":""ERROR""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""open_issues"",""op"":""GT"",""warning"":""0"",""actual"":""218"",""level"":""WARN""},{""metric"":""reopened_issues"",""op"":""GT"",""warning"":""0"",""actual"":""0"",""level"":""OK""}]}","[{""key"":""java-sonar-way-04122"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2017-03-16T16:05:56+0000""}]","0","1.0","80","3.0","0","2","993","1408","3936","69780","5.6","4.521522589825685","8","0"
