"issueName","mannWhitneyPvalue","shapiroWilkPvalue","kendallPvalue","kendallTau","pearsonPvalue","pearsonCor"
"squid.S1160",1.52682063229781e-40,1.9397732318227e-41,0.713083360677565,0.016474152791558,0.530124534905991,0.0300429107185336
"squid.S1161",7.54018934901271e-27,6.14160327354605e-39,3.69141462510981e-10,0.278040379086707,4.50351013868666e-08,0.257385601704602
"squid.S1163",6.99939921882358e-43,3.12381762685349e-42,0.464704613847349,-0.0327848292578066,0.584165925097074,-0.026191865065783
"squid.S1166",1.99561821294849e-12,2.00450523175206e-37,5.19967196231385e-06,0.198344000589768,0.0253627578469292,0.10670984529085
"squid.S1168",1.23109664649588e-37,3.93402844103095e-41,0.307293656048198,0.0456296690209658,0.807890019665895,-0.0116376530734643
"squid.S1170",2.26658606458011e-42,5.46795149210842e-42,0.0338064384456001,0.0951710227735307,0.107035562672769,0.0770257172794947
"squid.S1172",6.23166786094502e-28,4.94378861951167e-39,0.0180316923220201,0.105267468855783,0.361773551469622,0.043630612660737
"squid.S1181",1.20102890281732e-38,2.53791183170423e-41,0.224574529319984,0.0543080385404324,0.169896469515671,0.0656240676425311
"squid.S1185",8.8082294278726e-42,8.90103690331338e-42,0.204354891935172,-0.0569150817775938,0.341874128413888,-0.0454695716242529
"squid.S1186",4.2687683064184e-11,4.41556574960516e-35,0.000452810381832056,0.153462579966832,0.00248887239543767,0.144017963619313
"squid.S1188",4.24402856455999e-34,7.80189151524346e-40,8.83902282421502e-07,0.219979778175087,4.91971743534151e-10,0.291309054307887
"squid.S1191",5.72125486251454e-43,3.12381762685349e-42,0.0512168035205099,0.087426211354151,0.0046049307224745,0.13499825779233
"squid.S1192",1.09744607001085e-13,2.49310843991546e-38,2.95910010672897e-09,0.259271970661921,4.60960802157971e-17,0.38618091298952
"squid.S1193",1.3486081529089e-40,1.08038022341507e-41,0.00467819579217642,0.126650121769457,0.0388430697322034,0.098638100115461
"squid.S1197",2.48113128724739e-29,3.7529851633485e-35,3.42615568504015e-12,0.270430084995707,3.13745551188547e-10,0.294449311813194
"squid.S1199",8.26113397205459e-41,4.24021190828455e-42,0.0741597399631822,0.079956928425416,0.634764863155744,0.0227338802231832
"squid.S1201",3.70320101831773e-30,1.49694092217906e-38,0.220982141580824,0.0548228485370654,0.351962277274145,0.0445290953759243
"squid.S1206",1.66822327628258e-39,4.68177197104682e-41,0.172252196213435,-0.0612091807037941,0.21301778341202,-0.0595524379868926
"squid.S1210",2.26658606458011e-42,5.46795149210842e-42,0.00549201455909894,0.124510555867825,1.21787136969683e-06,0.229171003604346
"squid.S1213",1.2983533058491e-13,6.26029885233375e-35,0.0028499921268083,0.131129916344714,0.0976089039588149,0.0791647753822095
"squid.S1214",3.35884896162871e-41,1.39665157773562e-41,0.142300545090463,-0.0657953722933357,0.271785934875945,-0.0525640533158993
"squid.S1215",2.26658606458011e-42,5.46795149210842e-42,0.00938700869541268,0.116482325419137,0.0158670377424709,0.115062038860708
"squid.S1226",1.88711719841916e-14,1.63320897657254e-38,0.21323311550082,0.0543645782219699,0.00644319233648123,0.129844551869452
"squid.S1244",0.788078668437003,1.53848750730939e-33,0.345308681175639,-0.0395056865147989,0.0346532086850531,0.100849138152363
"squid.S1301",3.35884896162871e-41,1.39665157773562e-41,0.0133066809285401,0.111003827784197,4.4597805139407e-06,0.217010939741108
"squid.S1319",1.23212380008816e-37,1.15174792570758e-40,0.000327953635522824,0.160695127734326,0.000927660858479952,0.157515103047374
"squid.S134",0.000176958026419454,2.87390626641202e-37,2.60971880422549e-10,0.269918653222402,2.89997045502248e-06,0.221119229367138
"squid.S135",6.18415807422268e-27,1.16925094768451e-38,0.00379806174685346,0.128391273178933,0.000188066761715929,0.177330364387917
"squid.S1444",2.58026966641164e-39,1.07564180007807e-41,0.41472515500415,0.036483220502504,0.139479514265713,0.0706415764976934
"squid.S1481",1.54839788643079e-25,6.55303003764049e-41,0.156181608786207,0.0628561616070234,0.0749072927183616,0.0850923796587927
"squid.S1488",4.62096014322764e-40,3.187735206542e-41,0.95031980140798,-0.00279387662177994,0.467685890220523,0.0347506008162438
"squid.S1598",2.5779146680864e-36,3.64604283691375e-40,0.00751833560043002,-0.119860713351302,0.044939451208384,-0.0957569614317347
"squid.S1700",8.8082294278726e-42,8.90103690331338e-42,0.767720323258009,0.0132443900991885,0.0987432458828642,0.0788989140022083
"squid.S1872",5.72125486251454e-43,3.12381762685349e-42,0.133865825544783,0.0672192096732388,0.255343460442906,0.0544031963632735
"squid.S1905",1.40771407188917e-32,2.66436423901625e-40,0.00793972117197375,0.118188726752017,0.44690916644381,0.036392139627448
"squid.S1948",1.30807837159588e-41,8.33822355623518e-42,0.20435746927098,-0.0568716185549299,0.360548360233644,-0.0437419698243846
"squid.S2068",8.65775692607205e-43,3.12381762685349e-42,0.0665497853721406,0.0822713639865714,0.0889960384253774,0.0812682168396257
"squid.S2094",5.72125486251454e-43,3.12381762685349e-42,0.0485354488419627,0.088457180827667,6.92538326096343e-05,0.188728298745034
"squid.S2130",2.06060799239384e-41,6.20898049332272e-42,0.0790593966787964,0.0786602725470376,0.00943829347532502,0.123764913178723
"squid.S2131",1.85353587899556e-40,1.88205774895067e-41,0.17339483927408,0.0609633503238091,0.379017166354409,0.0420875930597333
"squid.S2153",6.99939921882358e-43,3.12381762685349e-42,0.464704613847349,-0.0327848292578066,0.584165925097074,-0.026191865065783
"squid.S2157",5.72125486251454e-43,3.12381762685349e-42,0.464704613847349,-0.0327848292578066,0.584165925097074,-0.026191865065783
"squid.S2178",1.32259354639289e-41,6.6536983196865e-42,0.985139396341817,0.000834593982986392,0.750680202569955,-0.0152075077611852
"squid.S2184",3.40226590002136e-35,1.68610569104302e-40,0.23523313619327,0.0530083089339074,0.23015025755885,0.0573879448778701
"squid.S2250",2.26658606458011e-42,5.46795149210842e-42,0.586707185422932,0.0243766269987418,0.676464524705217,0.0199712349076755
"squid.S2274",8.8082294278726e-42,8.90103690331338e-42,0.983016656853966,0.000954550637779351,0.980521338561644,0.00116861048567005
"squid.S2276",2.26658606458011e-42,5.46795149210842e-42,0.00703287986543755,0.12086136020933,5.56543556377584e-05,0.191134682023133
"squid.S2386",4.36083251460354e-39,3.80721846944275e-41,0.104015194136267,0.0727215657671659,0.00989386097119832,0.122996522773329
"squid.SwitchLastCaseIsDefaultCheck",7.12265914993404e-30,6.82627900056631e-39,0.00163555795514104,0.14079133996998,1.58306303192384e-08,0.265664715887606
"squid.UnusedPrivateMethod",9.56999526954847e-08,5.49181632049383e-35,6.68131964487331e-15,0.336066057505248,9.35957479458429e-17,0.38263324127544
"squid.UselessImportCheck",5.58422879569283e-37,7.00311404699402e-41,0.444891189387707,0.0341290015433902,0.530116640728236,0.0300434870485324
"code_smells.antisingleton",1.01679391153333e-26,6.81582412816431e-67,0.742044920877941,0.00797107445128213,0.8852787031987,-0.00355679104069523
"code_smells.baseclass_abstract",2.25760378203971e-34,5.54425601513244e-68,0.582561049080452,-0.0133110390446314,0.658104076451583,-0.0109089532428867
"code_smells.class_data_private",2.27826806612363e-11,1.6202703723801e-64,0.0116231723750898,-0.0611097821128944,0.0420685778561239,-0.0500820224114233
"code_smells.complex_class",6.51890026099457e-15,5.47234054352544e-56,1.29343843017985e-22,0.23699087077711,2.97343300574701e-23,0.241256354633521
"code_smells.lazy_class",2.96227222532026e-14,4.85116568302601e-65,0.176330205547829,-0.0327453433140263,0.117717085397213,-0.0385518440533031
"code_smells.long_method",1.15810798865116e-29,5.04817030439724e-54,0.000110749825298239,0.0936183440144581,0.00128409920803502,0.0792423263469459
"code_smells.long_parameter_list",4.91948715877161e-06,2.64470917241319e-63,0.510318381946132,0.0159433336506757,0.979783457177018,-0.000624689649528826
"code_smells.many_field_attributes_not_complex",2.25760378203971e-34,5.54425601513244e-68,0.582561049080452,-0.0133110390446314,0.658104076451583,-0.0109089532428867
"code_smells.message_chains",1.28400904042373e-35,3.37078178166273e-68,0.75113244255033,-0.0076804644185605,0.798463683829197,-0.0062944618331297
"code_smells.spaghetti_code",1.39706503353653e-32,1.03977385597657e-67,0.590275200719189,0.0130395520743841,0.80784273148326,-0.00599554333079057
"code_smells.speculative_generality",5.44890607266425e-35,4.38618790998499e-68,0.653684804924315,-0.0108651159034392,0.717940425438687,-0.0089044169258122
"common.java.DuplicatedBlocks",1.4354058976603e-291,1.59983812465699e-55,5.13054353446698e-06,0.110416283449787,7.52864873821341e-06,0.110059988170565
"squid.ClassCyclomaticComplexity",1.68994194001685e-23,1.8963231067239e-66,0.173827161436674,0.0329358786834051,0.043739619284591,0.049681842222364
"squid.ClassVariableVisibilityCheck",1.5679329908323e-10,7.65991197239619e-67,0.0116420751967643,-0.0606436242527021,0.279712152972609,-0.0266431800040629
"squid.CommentedOutCodeLine",1.78690260625345e-11,2.5885670235926e-63,2.94814453192886e-14,0.178892161903868,2.55077191313798e-05,0.103512146566287
"squid.EmptyStatementUsageCheck",9.13656397218198e-34,6.90682527723285e-68,0.214083838842978,0.0300880407151664,0.00551679999416979,0.0683340431716395
"squid.ForLoopCounterChangedCheck",4.64440394105809e-33,7.08743624316767e-68,0.0180673471338878,0.0572243747765701,0.311784858743715,0.0249311629141005
"squid.HiddenFieldCheck",3.74842311021682e-33,8.00580382502484e-68,0.430650572167566,0.0190805927515323,0.90356069004432,0.00298693455168847
"squid.LabelsShouldNotBeUsedCheck",1.91552983584013e-32,4.31530523369005e-68,0.591461777196607,0.0129920257231827,0.740019135911013,-0.00818006619024709
"squid.MethodCyclomaticComplexity",0.00570783543254704,1.15594815559016e-65,6.64981691402556e-07,0.118427211763306,0.179033173687378,0.0331166548679837
"squid.MissingDeprecatedCheck",1.12665853338995e-14,5.52067852792836e-66,0.118097836704788,0.0376836481073433,2.14286724191477e-05,0.104470649588296
"squid.ModifiersOrderCheck",1.25381247041776e-29,3.66834624057387e-68,0.291398812061213,-0.0255275243820757,0.770815330475662,-0.00718122798382147
"squid.ObjectFinalizeOverridenCheck",5.44890607266425e-35,4.38618790998499e-68,0.653684804924315,-0.0108651159034392,0.717940425438687,-0.0089044169258122
"squid.RedundantThrowsDeclarationCheck",1.66002443775516e-21,5.56923284832728e-68,0.33400203531046,0.0233416343192912,0.756423873398363,-0.00764643265255147
"squid.RightCurlyBraceStartLineCheck",1.51880272243977e-35,3.37078178166273e-68,0.75113244255033,-0.0076804644185605,0.798463683829197,-0.0062944618331297
"squid.S00100",3.08919174202324e-31,4.36868314251169e-68,0.368687058844478,-0.0217550276368692,0.723213447893754,-0.00873074550713924
"squid.S00105",4.45075409873283e-93,1.36255354834367e-50,0.807472414089349,-0.00590149203936186,0.816753806778247,-0.00571235382858241
"squid.S00107",4.64440394105809e-33,7.08743624316767e-68,0.477689968388189,-0.01718552225788,0.613617675575269,-0.0124466808483516
"squid.S00108",2.12510033363006e-22,2.97227676965214e-67,0.0842362798712579,0.0417178033364705,0.999303611188053,2.15160639029329e-05
"squid.S00112",1.73197065417697e-22,6.1467976994359e-67,0.00979757005650991,0.0624460295999456,0.0259934312411692,0.0548415462214331
"squid.S00115",1.03572515624626e-28,6.6144071871103e-68,0.361823441084037,0.0220491575093603,0.826720163395436,-0.00539651598727574
"squid.S00116",2.28037604256373e-08,5.72928300988317e-65,0.00595586017018654,-0.0660844678612138,0.0782727004958081,-0.0433866266408866
"squid.S00117",3.76021529408748e-30,3.8218264859333e-68,0.314583261347066,-0.0243306396685458,0.759856018770408,-0.00753524727969367
"squid.S00120",0.0105580161179911,3.8396633473183e-62,0.641076174149948,0.0112900235860931,0.444308019874759,0.0188555453446754
"squid.S00122",2.58196810109609e-21,8.70820743112827e-68,0.3334058509382,-0.0233529707779099,0.968732875720517,0.000966295649297099
"squid.S106",1.56965438740609e-22,1.55005379545946e-67,0.394335243742766,-0.0205661959584645,0.566310734972889,-0.014137014143392
"squid.S1065",1.28400904042373e-35,3.37078178166273e-68,0.75113244255033,-0.0076804644185605,0.798463683829197,-0.0062944618331297
"squid.S1066",0.00116838283967892,1.02674599398704e-66,5.98734686063959e-05,0.0964404853477479,0.00778283006733774,0.0655368618266068
"squid.S1067",2.97493148876403e-19,1.6951822549645e-66,0.0663097650288265,0.0443518353727913,0.143385765702857,0.0360614052787083
"squid.S1068",8.82388947017526e-14,1.39762224544969e-65,0.759063888363641,-0.00740837485300534,0.995324058190408,-0.000144471628011045
"squid.S1118",4.64121590078943e-16,2.42834453524189e-65,0.0330295812378351,-0.0516248065641476,0.0859772049893861,-0.0423086882318549
"squid.S1125",2.44718817499478e-31,1.35153283057644e-67,0.368687192498566,-0.0217541997412306,0.498514104509336,-0.0166839981716938
"squid.S1126",6.06312255949498e-14,5.31579272039697e-65,0.806531503828396,-0.00592584186978044,0.370867887795466,0.0220570739618562
"squid.S1132",0.217444438783884,6.16650688605183e-67,1.43676952246283e-05,0.103508039781024,0.134390491235765,0.0368916493839752
"squid.S1133",0.0340756686586392,2.09484251027071e-66,0.000138424584746207,0.091187250789229,5.225852513251e-50,0.354578349464915
"squid.S1134",2.8020737288768e-24,5.91864627993344e-67,0.457666134451825,-0.0179715310140577,0.533887715772832,-0.0153346333248451
"squid.S1135",2.07114475214202e-65,1.19782820687297e-60,1.65289585802747e-20,0.211210135751352,1.37995044103732e-12,0.173360580073131
"squid.S1141",1.42300346869101e-25,6.87833215258573e-67,0.0681365978378243,0.0440968539956461,0.32968827843535,0.024025808586001
"squid.S1143",2.25760378203971e-34,5.54425601513244e-68,0.582561049080452,-0.0133110390446314,0.658104076451583,-0.0109089532428867
"squid.S1145",5.95747578057996e-32,1.01838554397617e-67,0.0652585680994625,0.0446230872117986,0.0400682706225035,0.0505791261183792
"squid.S1147",2.6060488352816e-34,4.24389740617448e-68,0.108169545647996,0.0388967893854359,0.460257951269285,0.0182020285218592
"squid.S1148",7.86250906705206e-31,1.62467746193512e-67,0.145129916790869,0.0352621783551519,0.0174349279186703,0.0585573470555886
"squid.S1149",0.00990626901412056,3.99553382312572e-67,5.73510903314161e-09,0.139589157140165,0.632819886875579,0.0117773406326475
