"issueName","mannWhitneyPvalue","shapiroWilkPvalue","kendallPvalue","kendallTau","pearsonPvalue","pearsonCor"
"squid.S1191",0.102253037778786,2.35045910935479e-72,0.959820174444224,-0.00113367912857803,0.96189973334781,-0.00107558432178517
"squid.S1192",3.14427732334602e-109,3.85123004222614e-61,0.227016812465187,-0.0262211781630383,0.401415510379688,-0.0188914075700392
"squid.S1193",1,2.45864806881394e-72,0.910216335819241,-0.00253704079561599,0.958626694909081,-0.00116806296839897
"squid.S1194",0.478887809422608,3.67057574119369e-72,0.930430151070216,-0.00196458533305529,0.934025157037338,-0.00186391116302352
"squid.S1197",0.0584011604780586,1.16190894500321e-71,0.855427008082977,-0.00409528545709896,0.886752190378914,-0.00320661041910963
"squid.S1199",0.99846520973548,2.73662750073184e-72,0.910216372592264,-0.00253652602624971,0.951817354134103,-0.00136052361431887
"squid.S1206",0.133269102391025,1.47213643881709e-71,0.866965714163715,-0.00376954842005356,0.87379675993422,-0.0035763798403038
"squid.S1210",0.256397481124009,2.97481544776627e-72,0.943186797344014,-0.00160367064871024,0.946124922852907,-0.00152149136698255
"squid.S1213",4.6322280072136e-37,1.62101683546349e-69,0.0120943700712765,0.0557532859660482,0.668016690910671,0.00965625264719762
"squid.S1214",0.133269102391025,1.47213643881709e-71,0.866965714163715,-0.00376954842005356,0.87379675993422,-0.0035763798403038
"squid.S1215",0.480781415405548,3.51159255592311e-72,0.930430174833864,-0.00196408740240909,0.937537216083476,-0.00176448006010807
"squid.S1219",0.102470399052356,2.35045910935479e-72,0.959820174444224,-0.00113367912857803,0.96189973334781,-0.00107558432178517
"squid.S1220",0.738245061275771,4.47181868919161e-72,0.919681328002896,-0.00226908314006598,0.923828500962061,-0.00215280513573823
"squid.S1226",3.96323433480461e-25,4.22541583904258e-69,0.572782737678562,-0.012580605852145,0.718297899885853,-0.00812216961218185
"squid.S1244",0.102253037778786,2.35045910935479e-72,0.959820174444224,-0.00113367912857803,0.96189973334781,-0.00107558432178517
"squid.S128",0.256397481124009,2.97481544776627e-72,0.943186797344014,-0.00160367064871024,0.946124922852907,-0.00152149136698255
"squid.S1301",0.00163485280028519,8.29461172855567e-72,0.816505308060376,-0.00521426168942221,0.897960897900346,-0.00288739477196996
"squid.S1312",2.87089279933732e-13,8.43778119520703e-69,0.677269151720229,-0.00936553797025661,0.693106560434834,-0.00888560576970905
"squid.S1313",0.763548913970554,6.4628045715773e-72,0.901663640873357,-0.0027804589810132,0.906733112175887,-0.00263797578340856
"squid.S1314",0.480224064517742,3.11438223553965e-72,0.930430174833864,-0.00196408740240909,0.94413521526326,-0.00157777324380182
"squid.S1319",0.478887809422608,3.67057574119369e-72,0.930430151070216,-0.00196458533305529,0.934025157037338,-0.00186391116302352
"squid.S134",5.19278346742669e-34,9.6906054247292e-71,0.512564234080251,-0.014534518927277,0.798624680691023,-0.00574440503930676
"squid.S135",7.56993249934155e-09,6.18282121049081e-70,0.729616327331758,-0.00776294622204887,0.76815909124939,-0.00663728127825474
"squid.S1444",0.739647861800383,3.16388783970469e-72,0.919681374280636,-0.00226836396057973,0.94349677731734,-0.00159583449380969
"squid.S1452",0.000636068977354342,3.74795575642232e-71,0.808033379184792,-0.00545861831784358,0.846353179480862,-0.0043629875166491
"squid.S1479",0.102253037778786,2.35045910935479e-72,0.959820174444224,-0.00113367912857803,0.96189973334781,-0.00107558432178517
"squid.S1481",0.0041233042250085,1.43170921514177e-71,0.82540123963051,-0.0049570140706034,0.878644393106006,-0.00343791284383101
"squid.S1488",0.0385029955055027,2.04474605855494e-71,0.849994960635059,-0.0042533203093294,0.865143490064308,-0.0038238902959807
"squid.S1596",1.73551084548302e-18,3.63215985591522e-69,0.62689390325127,-0.0108640002092526,0.728021417761511,-0.00783001904561096
"squid.S1700",0.999488402688588,5.39632615346877e-72,0.910216289854852,-0.00253755587851555,0.914848516923261,-0.0024075201260947
"squid.S1764",0.102253037778786,2.35045910935479e-72,0.959820174444224,-0.00113367912857803,0.96189973334781,-0.00107558432178517
"squid.S1872",0.0589278606101569,1.51310108778317e-71,0.85542630979778,-0.00409905514652477,0.875441983407473,-0.00352937105708531
"squid.S1905",0.480224064517742,3.34567175055676e-72,0.930430174833864,-0.00196408740240909,0.940234471391279,-0.00168814058222992
"squid.S1948",2.18099554180846e-05,3.40440436549101e-71,0.781026967971345,-0.00624436317958393,0.847891001771538,-0.00431877730610237
"squid.S2065",0.404904034057523,3.83388867080343e-72,0.886489821585407,-0.00321151507263606,0.932193630488246,-0.00191577842704977
"squid.S2068",0.562270224607407,4.15480599233152e-72,0.893802895745065,-0.00300236774792331,0.929375969283293,-0.00199559211701454
"squid.S2077",0.561480642584232,7.27018053525338e-72,0.893802853056421,-0.00300291215811617,0.902592690796588,-0.00275565755914331
"squid.S2094",0.00165721620336939,6.08307025659386e-71,0.816502899551875,-0.00522169009471145,0.825849888080238,-0.0049541072579656
"squid.S2111",0.402528823282877,6.5816143120532e-72,0.886490021132957,-0.00320947705042762,0.908577421240223,-0.002585578983337
"squid.S2118",0.102253037778786,2.35045910935479e-72,0.959820174444224,-0.00113367912857803,0.96189973334781,-0.00107558432178517
"squid.S2131",1,5.10075287770359e-72,0.910216335819241,-0.00253704079561599,0.919213066204126,-0.00228368434407511
"squid.S2157",0.102253037778786,2.35045910935479e-72,0.959820174444224,-0.00113367912857803,0.96189973334781,-0.00107558432178517
"squid.S2160",0.478887809422608,3.67057574119369e-72,0.930430151070216,-0.00196458533305529,0.934025157037338,-0.00186391116302352
"squid.S2166",0.0161895639736663,3.07754065547494e-71,0.839692347953398,-0.00455204449687268,0.847891001771538,-0.00431877730610237
"squid.S2175",0.256879361211391,2.53217453310248e-72,0.94318680462474,-0.00160346748526498,0.956895999808424,-0.00121697106134077
"squid.S2183",0.102513912443887,2.35045910935479e-72,0.959820174444224,-0.00113367912857803,0.96189973334781,-0.00107558432178517
"squid.S2184",0.762383614155351,5.97577268682971e-72,0.901663741522024,-0.00277951804732094,0.912059661355558,-0.00248668648287352
"squid.S2232",0.102253037778786,2.35045910935479e-72,0.959820174444224,-0.00113367912857803,0.96189973334781,-0.00107558432178517
"squid.S2250",0.102253037778786,2.35045910935479e-72,0.959820174444224,-0.00113367912857803,0.96189973334781,-0.00107558432178517
"squid.S2272",0.102253037778786,2.35045910935479e-72,0.959820174444224,-0.00113367912857803,0.96189973334781,-0.00107558432178517
"squid.S2273",0.102253037778786,2.35045910935479e-72,0.959820174444224,-0.00113367912857803,0.96189973334781,-0.00107558432178517
"squid.S2274",0.102253037778786,2.35045910935479e-72,0.959820174444224,-0.00113367912857803,0.96189973334781,-0.00107558432178517
"squid.S2386",0.132876423882863,1.03062577923428e-71,0.866966019980866,-0.00376797904629383,0.890116663685086,-0.00311072798177363
"squid.S2447",0.102253037778786,2.35045910935479e-72,0.959820174444224,-0.00113367912857803,0.96189973334781,-0.00107558432178517
"squid.SwitchLastCaseIsDefaultCheck",2.17683944539436e-05,5.05538963648612e-71,0.781027319784251,-0.00624356358040109,0.837248580573511,-0.00462508247411567
"squid.UnusedPrivateMethod",0.562467692907753,7.03885223261006e-72,0.893802880220088,-0.00300269435850333,0.904812916467024,-0.00269254369852978
"squid.UselessImportCheck",9.43299346778547e-08,2.29808957428414e-70,0.744503257595436,-0.00732509377312086,0.792450758357867,-0.00592457545769065
"squid.UselessParenthesesCheck",0.257361847664516,2.65919066301752e-72,0.94318680462474,-0.00160346748526498,0.953799398125322,-0.00130449307924444
"code_smells.antisingleton",0.0034881465961485,6.07402044549905e-46,0.676383190898158,-0.0174556191152774,0.763702546617603,-0.0126411739762378
"code_smells.baseclass_abstract",0.000171960234397495,1.84010116783217e-46,0.792328072272263,-0.0110106063092852,0.849606045539871,-0.00797376415126506
"code_smells.class_data_private",0.0793177634875436,3.14171250679103e-45,0.553223517007633,-0.024796326874678,0.669334180615442,-0.017957236573759
"code_smells.complex_class",3.44772338774495e-35,2.02445145588774e-34,0.000128784579534946,0.160117372554083,0.107325732336255,0.067639573374828
"code_smells.long_method",9.36863860631869e-28,2.26416481386279e-35,0.0149131755942947,0.101808808792114,0.448479385558997,0.0318651029229785
"code_smells.long_parameter_list",5.7402939150091e-14,4.40612528254711e-38,5.44788660746726e-05,0.168763975286344,0.100732133991278,0.0689379466577665
"code_smells.many_field_attributes_not_complex",0.000171960234397495,1.84010116783217e-46,0.792328072272263,-0.0110106063092852,0.849606045539871,-0.00797376415126506
"code_smells.refused_parent_bequest",0.000171960234397495,1.84010116783217e-46,0.792328072272263,-0.0110106063092852,0.849606045539871,-0.00797376415126506
"common.java.DuplicatedBlocks",0.000272956775547673,2.30602980955523e-41,0.278592494990875,0.0453108873274847,0.758083072955352,0.0129513410170109
"squid.AssignmentInSubExpressionCheck",0.000589890552665483,1.8621799626448e-46,0.746888090666495,-0.0134851836082089,0.851575368700702,-0.00786812013970829
"squid.ClassCyclomaticComplexity",4.78204335140949e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.ClassVariableVisibilityCheck",0.573556333804247,2.20681776888579e-45,0.450853208093044,-0.0313897690217998,0.700018100533322,-0.016201291712104
"squid.CommentedOutCodeLine",1.45126075122495e-11,2.19792342270698e-42,0.398272163170678,0.0346947683798596,0.852241099777329,0.00783241833958757
"squid.EmptyStatementUsageCheck",0.822912216363098,1.47598123470785e-45,0.0015772461230028,0.131406135383216,0.455956418154688,0.0313427545203192
"squid.ForLoopCounterChangedCheck",0.00390785853652387,3.98587960861833e-46,0.676386640152957,-0.0174308681363404,0.797337697161746,-0.0107983164376159
"squid.HiddenFieldCheck",0.0166710500639961,3.19860060549375e-46,0.620778964749842,-0.0206432935564896,0.811389469873655,-0.0100347100679552
"squid.LabelsShouldNotBeUsedCheck",0.000572776971227893,2.39611987626487e-46,0.746888090666495,-0.0134851836082089,0.833051858946507,-0.00886386615716887
"squid.MethodCyclomaticComplexity",3.3915688167259e-06,4.60924433518201e-41,0.480281472151681,-0.0292753505213861,0.686896289350801,0.01694858843806
"squid.MissingDeprecatedCheck",0.0514673617065824,1.16973132033276e-45,0.574123359783799,-0.0234562335619643,0.733447798933355,-0.0143196710364338
"squid.ModifiersOrderCheck",0.00362888062831675,2.71973975082666e-46,0.0389195334081191,0.0862980875177804,0.74890516021822,0.0134594402037736
"squid.ObjectFinalizeCheck",4.92206051510856e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.ObjectFinalizeOverridenCheck",0.00362888062831675,3.83530648778782e-46,0.676386256727772,-0.0174339562518995,0.801068140894092,-0.0105952591734126
"squid.RedundantThrowsDeclarationCheck",0.356865402625724,3.27359848782493e-45,0.481411634711788,-0.0293094102194942,0.682721142382482,-0.017187479000875
"squid.RightCurlyBraceStartLineCheck",0.000531699531574486,2.81841187338225e-46,0.746887068631381,-0.013497112123242,0.816192582586978,-0.00977446525384842
"squid.S00100",0.0163410208528895,4.99562974661233e-46,0.620778021295189,-0.0206511471970843,0.783358952327183,-0.011561494541148
"squid.S00101",0.588613680615166,2.74548319619825e-45,0.362937641094731,-0.0379290048402354,0.682915790021623,-0.0171763295452093
"squid.S00105",0.663920925122872,2.2026231199046e-44,0.436574827600758,-0.0325351724850169,0.575220864381121,-0.0235616263745148
"squid.S00107",0.00370081389870274,4.70865975946752e-46,0.676386064204212,-0.0174370460093454,0.783765652854153,-0.011539237964836
"squid.S00108",0.000595364354838878,1.89924778956019e-43,0.189078959445785,-0.0539712063194859,0.512953283571101,-0.0275069568316891
"squid.S00112",0.48088032609015,1.44493997220761e-44,0.161749526159457,0.0581338923153361,0.339301833393676,0.0401661070384632
"squid.S00114",0.000176533843826066,1.56977977190561e-46,0.792328390532625,-0.0110057461870845,0.865370468303529,-0.00712943268228565
"squid.S00115",0.458428049120836,4.32165408228169e-45,0.465757959230554,-0.0303709884997979,0.668713940071977,-0.0179930446669721
"squid.S00116",0.00455685981992238,7.13349567581692e-44,0.217065429020903,-0.0509375573305207,0.547459065403549,-0.0252930815112572
"squid.S00117",0.00808748670281687,1.87387008781767e-46,0.647209686078109,-0.0191047133310399,0.850045326176295,-0.00795019468860125
"squid.S00119",0.00164634882794677,3.57606844492024e-46,0.709145901482336,-0.0155816757431294,0.805229754803685,-0.0103690224487552
"squid.S00122",0.184007023491392,3.42402635552747e-45,0.515268998946333,-0.0271205207384401,0.679279665289151,-0.01738480753787
"squid.S106",0.0113659272345892,1.2188177569815e-44,0.235977016161206,-0.0489088571157876,0.617904392801562,-0.0209740316550315
"squid.S1065",0.000572776971227893,2.39611987626487e-46,0.746888090666495,-0.0134851836082089,0.833051858946507,-0.00886386615716887
"squid.S1066",0.938212886130912,1.70196134042908e-46,0.410005677564809,-0.0343286476568635,0.853601547127374,-0.00775947780103015
"squid.S1067",0.14172437126307,3.12110289051691e-45,0.242543786896978,0.0487195976885832,6.1560365518859e-98,0.735936750949185
"squid.S1068",0.00782382023045885,6.46574983251116e-44,0.229500194249219,-0.0495354307308047,0.553694900683375,-0.0249005253176426
"squid.S1118",0.801241269892722,6.87561449228907e-45,0.423007562430033,-0.0334278980547347,0.642280103995265,-0.0195317087132849
"squid.S1125",0.00384068043668817,4.18938276018505e-46,0.67638683267548,-0.0174277816612146,0.794303959842104,-0.0109636354031955
"squid.S1126",0.0158177892873161,8.38974813420982e-46,0.000205245129196037,0.154980898764934,0.157514963486417,0.0593867285399124
"squid.S1132",0.0301705728912407,2.11085912386425e-46,0.596544919725881,-0.0220871628234294,0.839983108630828,-0.00849072057033287
"squid.S1133",0.362901898770001,1.37659672005067e-45,0.0214457159563837,0.0958126373275482,0.999858108190242,-7.47826549029615e-06
"squid.S1134",0.000189816173498076,1.84010116783217e-46,0.792328072272263,-0.0110106063092852,0.849606045539871,-0.00797376415126506
"squid.S1135",4.1136371971718e-06,1.0846227400375e-41,3.22800211884835e-08,0.227762048468812,0.00248231658404355,0.126713770696165
"squid.S1141",0.00363732042475157,2.791735810296e-46,5.20763082060593e-06,0.190305396139155,0.264178956475528,0.0469277295881155
"squid.S1143",0.000534701704892502,2.65632431174601e-46,0.746887834619957,-0.0134891562651247,0.823048556958105,-0.00940363446864424
"squid.S1145",0.0170075017333813,1.6927152774515e-46,0.620779279233169,-0.0206406776667805,0.858684968259,-0.007487133709876
"squid.S1147",0.00150999875940133,3.37418493968003e-46,0.709145901482336,-0.0155816757431294,0.809078131355883,-0.0101600803842737
"squid.S1148",0.0160468333915998,7.3498041227703e-46,0.122645872678083,0.0644377901262406,0.970797694815691,0.00153942104875749
"squid.S1149",0.134165533512722,3.58382937588592e-44,0.303482731586203,0.0426932702026216,0.941659548363128,0.00307751262902586
"squid.S1151",0.0879437722792213,4.41627690438165e-46,0.553242710941771,-0.0247145234245606,0.790644086641994,-0.0111633001443103
"squid.S1155",0.000172493296936189,1.73124709952335e-46,0.792328390532625,-0.0110057461870845,0.857263799778258,-0.0075632407293096
"squid.S1160",0.000171960234397495,1.84010116783217e-46,0.792328072272263,-0.0110106063092852,0.849606045539871,-0.00797376415126506
"squid.S1161",0.813314548508221,6.73737114399942e-45,0.42303471932816,-0.0333558857661732,0.64706384415535,-0.0192513762157883
"squid.S1166",7.37617145071049e-06,7.81402188193464e-43,0.00190752198355311,0.12761161803358,0.557969949469941,0.024632651713935
"squid.S1168",0.0034962924744188,5.55240890415079e-46,0.676385106444019,-0.0174432304557216,0.775592334533413,-0.0119871489100174
"squid.S1170",0.000171960234397495,1.84010116783217e-46,0.792328072272263,-0.0110106063092852,0.849606045539871,-0.00797376415126506
"squid.S1171",0.349132345544393,4.72503378778712e-45,0.481410137145074,-0.029320649208935,0.664378072484607,-0.0182437311893266
"squid.S1172",0.00166350608985278,2.38575359194467e-43,0.229158985214581,0.0496323119968665,0.739039627673589,-0.0140078037287716
"squid.S1174",0.000557736970864292,2.2529734045724e-46,0.746888090666495,-0.0134851836082089,0.837669719688845,-0.00861518687909099
"squid.S1175",4.78204335140949e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.S1181",0.0171205681996981,7.21884938712223e-46,0.620779279233169,-0.0206406776667805,0.760580847721788,-0.0128133904752747
"squid.S1182",4.79834314778557e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.S1185",4.79834314778557e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.S1186",1.47195101719372e-15,2.99544713291329e-42,0.704974889356593,-0.0152920848277003,0.569578060439079,-0.0239102512325796
"squid.S1188",0.000172493296936189,1.73124709952335e-46,0.792328390532625,-0.0110057461870845,0.857263799778258,-0.0075632407293096
"squid.S1191",0.000531699531574486,2.81841187338225e-46,0.00395069996460016,0.120526843346144,0.143857856453857,0.0614036919793042
"squid.S1192",5.82958169329888e-14,9.82509940599561e-45,0.16133686202163,0.056732033257408,0.71614981274826,-0.0152894954899813
"squid.S1197",0.015848118011888,9.3131225933659e-46,0.620778648936286,-0.0206485283210105,0.745339907014268,-0.0136573422134856
"squid.S1199",0.0587165016473158,9.49279942874348e-46,0.57412685463568,-0.0234330485868788,0.746630840773824,-0.0135856497388659
"squid.S1201",0.000190401966660665,1.82331489347252e-46,0.792328390532625,-0.0110057461870845,0.852502756377719,-0.00781838777245302
"squid.S1206",0.181795409984561,1.12685641597782e-45,0.515255675258813,-0.0271691020953144,0.731832280210422,-0.0144099174177532
"squid.S1210",0.00763126556251789,8.65706797381551e-46,4.37497917205836e-05,0.170905030560794,0.0380354081171443,0.087069399338121
"squid.S1213",0.000855993326756387,2.00721511849455e-46,0.00322358326225283,0.121507656659734,0.954829331366258,-0.00238194450434915
"squid.S1214",0.0501915827813606,1.10974911537418e-45,0.57412067444073,-0.0234678518862995,0.736316666868265,-0.0141595715573905
"squid.S1220",0.0388278089101615,1.32478632861995e-42,0.256375333433896,-0.0474651513343828,0.413552403970274,-0.0343737584936903
"squid.S1221",4.78204335140949e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.S1223",5.04940602702877e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.S1226",0.00810453190603952,1.34921763263177e-46,0.647209686078109,-0.0191047133310399,0.876861779900275,-0.00651578682286429
"squid.S128",0.00365424686738421,1.29297838168546e-46,0.676386256727772,-0.0174339562518995,0.880747374817887,-0.00630861191271971
"squid.S1301",0.343085204783844,4.99235724786579e-45,0.48140325966325,-0.0293469238790557,0.661192085390002,-0.0184283478107119
"squid.S1312",0.000559305775124187,1.89759983848423e-46,0.746888090666495,-0.0134851836082089,0.85051823413676,-0.00792482374644951
"squid.S1314",5.0665892056258e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.S1319",0.00763126556251789,8.65706797381551e-46,0.647204346326901,-0.0191386772926626,0.741694124677896,-0.0138600268334152
"squid.S134",0.00210031868412894,9.22885833675655e-44,0.0216979739110169,0.0954092009416271,0.247263966573375,0.0486259019546154
"squid.S135",0.00791060207304361,5.00793125018706e-46,0.647208651609286,-0.019113187367088,0.783912011373329,-0.0115312293236627
"squid.S1444",0.000171960234397495,1.84010116783217e-46,0.792328072272263,-0.0110106063092852,0.849606045539871,-0.00797376415126506
"squid.S1479",4.78204335140949e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.S1481",1.41166353189157e-08,1.24283242929892e-42,0.0950602389430647,-0.0679855651983634,0.447037112784605,-0.0319664253406369
"squid.S1488",0.00763126556251789,8.65706797381551e-46,0.647204346326901,-0.0191386772926626,0.741694124677896,-0.0138600268334152
"squid.S1598",0.285858439481015,2.40998411398698e-43,0.322426501685723,-0.041379734683245,0.475983642223811,-0.0299667643849795
"squid.S1764",0.0284417123876021,1.44134326135677e-45,0.596543036807028,-0.0221018990618019,0.719325551284131,-0.015110851587665
"squid.S1850",4.79834314778557e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.S1862",0.0001806811247723,1.46725425749235e-46,0.792328390532625,-0.0110057461870845,0.870894740269538,-0.00683425086766489
"squid.S1905",0.00151000329809715,2.5665171799961e-46,0.709145901482336,-0.0155816757431294,0.828320842217036,-0.00911896019085207
"squid.S1948",0.000533199265551332,2.59517705828814e-46,0.0030631015423129,0.123768925029127,0.168378135290803,0.0578748862640587
"squid.S2061",4.79834314778557e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.S2065",4.79834314778557e-05,1.13005762029107e-46,8.55088740585426e-08,0.223947721486413,0.00507407169932092,0.117433231753632
"squid.S2066",0.000533199265551332,2.59517705828814e-46,0.746887834619957,-0.0134891562651247,0.826583192482308,-0.00921273699713587
"squid.S2094",0.00407167023920356,6.83017219578075e-44,0.210935025120809,-0.051993145640167,0.535875202606523,-0.0260282220692701
"squid.S2131",5.0665892056258e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.S2160",4.78204335140949e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.S2166",0.000172493296936189,1.73124709952335e-46,0.792328390532625,-0.0110057461870845,0.857263799778258,-0.0075632407293096
"squid.S2178",5.08381737474876e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.S2184",4.78204335140949e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.S2273",4.78204335140949e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.S2274",4.78204335140949e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.S2326",0.190869919081103,1.42016616907842e-45,0.515267333544935,-0.0271265791593218,0.720983351949318,-0.0150177039713234
"squid.S2386",4.78204335140949e-05,1.13005762029107e-46,0.852437722763026,-0.0077788056823434,0.893431821366837,-0.00563332846050632
"squid.SwitchLastCaseIsDefaultCheck",0.0166710401094012,5.76531526736448e-46,0.620779279233169,-0.0206406776667805,0.776045821135192,-0.0119622620081824
"squid.UnusedPrivateMethod",0.00668788941795129,1.22973183466771e-43,0.729188059695083,-0.0142969959546983,0.618241972811785,-0.0209538917869524
"squid.UselessImportCheck",0.87154157508234,8.96019570381247e-45,0.397562097811003,-0.035133475460649,0.629433786784961,-0.0202888663045831
"squid.UselessParenthesesCheck",0.000586597757146199,2.2529734045724e-46,0.746888090666495,-0.0134851836082089,0.837669719688845,-0.00861518687909099
"code_smells.antisingleton",0.0261438595186888,6.23130114154009e-25,0.606513746125105,-0.043600701940918,0.660797504170073,-0.0378234110954859
"code_smells.baseclass_abstract",0.0100286817616226,2.6957742130236e-25,0.675229892216384,-0.0354677277831561,0.721154634585983,-0.0307680929170118
"code_smells.class_data_private",0.0146492617000599,4.91410019106179e-20,0.990704649327359,-0.000986221350194732,0.652432260341639,0.0388202430389455
"code_smells.complex_class",0.00284833087283421,1.78127836369588e-19,0.615229170679074,0.0425482246836536,0.416990020402167,0.0698998995848734
"code_smells.lazy_class",0.00310995391616856,1.00510306181188e-25,0.767861565188853,-0.024987096773334,0.801490799678906,-0.0216761930718724
"code_smells.long_method",0.00184642744475518,2.40671857995928e-19,0.642631766691419,0.0392805639209341,0.180762252974242,0.115022228289405
"code_smells.long_parameter_list",0.296583257924431,1.5717289465694e-21,0.698019387822476,-0.0328447160102967,0.46315819734115,-0.0631968497901165
"common.java.DuplicatedBlocks",3.3129779804933e-07,1.19336918340219e-17,0.829414904290647,0.0182385143657174,0.150693314570011,0.123439561631085
"squid.AssignmentInSubExpressionCheck",0.687184954657526,2.03693231530146e-23,0.286757807529871,-0.0888752879571455,0.485847390585566,-0.0600390105539503
"squid.ClassCyclomaticComplexity",0.427718557047217,1.78694896292445e-23,0.391318689903819,-0.0725663687459764,0.464903436184971,-0.0629509956171108
"squid.ClassVariableVisibilityCheck",0.0064932812479183,7.99161882879308e-21,0.807994498613423,0.0198806683993076,0.0148575369875286,0.207735180040442
"squid.CommentedOutCodeLine",0.0170148813232371,1.10022444320107e-24,0.152420455155793,0.118700166782958,0.720073374093345,-0.0308925707395479
"squid.EmptyStatementUsageCheck",0.855719224579467,1.54958334119157e-24,0.334513227046,-0.0806023045560837,0.61180850287194,-0.0437381044056394
"squid.ForLoopCounterChangedCheck",0.135837598374055,1.35499410598951e-24,0.502983313907452,-0.0562882641667096,0.625126468100247,-0.042111049803229
"squid.LabelsShouldNotBeUsedCheck",0.533116487425828,1.72540919588499e-24,0.39158855466912,-0.0717370115798627,0.607566069531083,-0.0442596315676795
"squid.MethodCyclomaticComplexity",0.00227254043248284,1.32456701720906e-23,0.076738067653326,-0.144839986337466,0.501354346679587,-0.057926111397156
"squid.MissingDeprecatedCheck",0.120774524634293,2.52559884973239e-24,0.502935368316957,-0.0565420066888095,0.577654780638735,-0.0479840411476201
"squid.ModifiersOrderCheck",0.379524804708414,2.0012367835541e-24,0.22841942737491,-0.0997529843901266,0.594008437161532,-0.0459372192643183
"squid.RedundantThrowsDeclarationCheck",0.11676315325932,8.7590797959761e-25,0.502935368316957,-0.0565420066888095,0.650150487657823,-0.0390930358064555
"squid.S00100",0.0316423020308321,2.75500317859921e-24,0.134000947865163,-0.122988106315405,0.579122253081462,-0.0477992912388359
"squid.S00105",2.29865114968724e-26,5.65352442481247e-19,0.634128100517564,0.0402881204079663,0.990118425983083,-0.0010679093836429
"squid.S00107",0.00310995391616856,1.00510306181188e-25,0.00128158675271575,0.272586510254553,0.235336856380213,0.102058742380066
"squid.S00108",0.322449028578633,3.62338230551848e-23,0.211623402207742,-0.103813130280644,0.461335935650327,-0.0634540998208402
"squid.S00112",0.0322454266070599,2.27539168978328e-20,0.333553026651867,0.0797135196305092,0.143146539606815,0.125747857661145
"squid.S00115",0.605764891691541,4.87477387443281e-22,0.245842454310013,-0.0976317713764245,0.345830796664543,-0.0811515186924192
"squid.S00116",0.976764063025991,3.05435544292412e-24,0.926402576068717,0.00771659114462052,0.597250414412307,-0.0455345186026377
"squid.S00117",0.0840497032110756,2.41617596992627e-23,0.519239457234035,-0.0531730631173045,0.510950849874773,-0.0566356989711495
"squid.S00122",0.103929187008559,1.5641740901933e-24,0.147388515819028,0.119210990971867,0.629305737461665,-0.0416035425460523
"squid.S106",0.00431275070774024,4.694514647517e-22,0.588227739377673,0.0440630134222522,0.685776015922918,-0.0348758272972886
"squid.S1065",0.0114299035935709,2.6957742130236e-25,0.675229892216384,-0.0354677277831561,0.721154634585983,-0.0307680929170118
"squid.S1066",0.22596276731378,5.46577246185644e-24,0.461409929120458,-0.0620477806590559,0.536676899615258,-0.053236474376045
"squid.S1067",0.0575205592179171,1.33512003730486e-24,0.550529188293773,-0.0505346693178088,0.610990029597475,-0.0438385963320497
"squid.S1068",0.21497971147366,4.9730086784104e-25,0.489031439839391,0.0581775055984063,0.728237221890783,-0.0299542790589494
"squid.S1118",0.919145164472716,1.54615595750599e-22,0.293537893017611,0.08891812384738,0.96478020693103,-0.00380735725051444
"squid.S1125",0.00324308020420453,1.00510306181188e-25,0.767861565188853,-0.024987096773334,0.801490799678906,-0.0216761930718724
"squid.S1126",0.903951937720146,1.5269136320424e-24,0.87451166259141,0.0132096972755826,0.617736175909629,-0.0430120494024528
"squid.S1132",0.0830299534195622,2.08836711557088e-22,0.327128566548773,0.0809536263884323,0.570560938658948,-0.0488802394262848
